年份,排名(Rank),公司名称(Company),所在国家或地区(Country),所在行业(Industry),销售收入(Sales),利润(Profits),总资产(Assets),市值(Market Vaue)
2007,870,Persimmon/珀西盟地产,英国(UK),建筑,6.15,0.78,7.13,8.19
2007,871,Cosmo Oil/科斯莫石油,日本(JA),炼油,22.73,0.53,12.42,2.84
2007,872,Western Union,美国(US),商业服务和供应,4.47,0.91,5.32,16.73
2007,873,Shanghai Pudong Dev Bk/上海浦东发展银行,中国大陆(CN),银行,2.89,0.32,70.74,11.29
2007,874,Fanuc/发那科公司,日本(JA),重要物品,3.24,0.77,7.69,19.12
2007,875,Nortel Networks/北电网络,加拿大(CA),技术硬件和装备,10.93,-2.67,14.48,12.97
2007,876,Antarchile/安达智利,智利(CH),综合金融,7.31,0.47,9.72,7.38
2007,877,Ternium/特尔尼翁钢铁集团,卢森堡公国(LU),材料,6.57,1.00,8.77,5.39
2007,878,Ambac Financial Group /Ambac金融集团,美国(US),保险,1.83,0.88,20.27,9.26
2007,878,Investec/天达银行,英国(UK)/南非(SA),综合金融,2.91,0.55,41.46,7.23
2007,880,Samsung Fire & Marine/三星海上火灾保险,韩国(KO),保险,7.66,0.27,16.88,7.92
2007,881,Asahi Breweries/朝日啤酒,日本(JA),食品、饮料和烟草,7.97 E,0.38,10.66,7.71
2007,882,Coca-Cola HBC/可口可乐希腊装瓶,希腊(GR),食品、饮料和烟草,7.41,0.44,8.03,9.35
2007,883,Hammerson/海墨逊,英国(UK),综合金融,0.53,1.99,13.81,8.59
2007,883,Hongkong Land/香港置地,中国香港(HK)/中国大陆(CN),综合金融,0.37,2.07,11.82,9.84
2007,885,Sovereign Bancorp/苏维瑞银行集团,美国(US),银行,4.61,0.14,89.64,11.94
2007,886,Aozora Bank,日本(JA),银行,1.36,1.02,50.79,5.43
2007,887,Metalurgica Gerdau/盖尔道冶金,巴西(BR),材料,11.03,0.63,12.39,3.90
2007,888,Fubon Financial/富邦金融,中国台湾(TA),保险,3.81,0.32,50.36,7.12
2007,889,Rite Aid/日特爱德药业连锁,美国(US),零售,17.72,1.26,7.13,3.18
2007,889,Verbund/维邦,奥地利(AS),公用事业,3.80,0.66,8.50,12.95
2007,891,Wharf (Holdings)/九仓控股,中国香港(HK)/中国大陆(CN),多元化,1.62,1.79,13.40,8.68
2007,892,Grupo Televisa/墨西哥广播集团,墨西哥(MX),媒体,3.51,0.79,7.68,13.83
2007,893,Zimmer Holdings/齐默控股,美国(US),健康关怀设备和服务,3.50,0.83,5.97,19.99
2007,894,Secom/世康,日本(JA),商业服务和供应,4.83,0.45,9.69,11.34
2007,895,NiSource/自然资源,美国(US),公用事业,7.49,0.28,18.16,6.51
2007,896,Adidas/ 阿迪达斯,德国(GE),家庭和个人的产品,7.84,0.45,6.57,9.98
2007,897,Showa Shell Sekiyu/昭和壳牌石油公司,日本(JA),炼油,24.54,0.39,10.04,4.35
2007,898,Obayashi/大林集团,日本(JA),建筑,12.56,0.29,16.80,4.84
2007,899,Woodside Petroleum/ 乌赛德石油,澳大利亚(SA),炼油,2.84,1.12,6.92,19.31
2007,900,TDK,日本(JA),技术硬件和装备,6.77,0.38,7.80,11.02
2007,901,Chiba Bank /千叶银行,日本(JA),银行,1.90,0.42,83.24,8.53
2007,902,Murata Manufacturing /村田制作所,日本(JA),技术硬件和装备,4.18,0.50,7.70,16.07
2007,903,All Nippon Airways/全日空,日本(JA),运输,11.65,0.23,13.82,7.61
2007,903,Public Bank /马来西亚大众银行,马来西亚(MA),银行,2.16,0.49,41.76,8.77
2007,905,Compass Bancshares/康百士银行,美国(US),银行,2.76,0.46,34.20,8.99
2007,906,Mitsubishi Motors /三菱汽车,日本(JA),耐用消费品,18.04,-0.78,13.19,8.85
2007,907,Manpower/万宝华,美国(US),商业服务和供应,17.56,0.40,6.51,6.31
2007,908,Eisai /卫材药业,日本(JA),制药与生物技术,5.12,0.54,6.12,14.46
2007,909,Shinsegae /新世界集团,韩国(KO),零售,8.03,0.43,6.10,10.86
2007,910,Goldcorp /黄金企业公司,加拿大(CA),材料,1.71,0.41,17.97,18.80
2007,911,Mediaset/媒体赛特,意大利(IT),媒体,4.30,0.71,6.46,13.18
2007,912,DSG International/DSG国际,英国(UK),零售,13.49,0.39,7.26,6.17
2007,912,3i Group/3i集团,英国(UK),综合金融,1.68,1.48,11.08,10.09
2007,914,Acerinox/西班牙不锈钢公司,西班牙(SP),材料,7.44,0.66,6.35,6.90
2007,915,Coventry Health Care/考文垂医保,美国(US),健康关怀设备和服务,7.73,0.56,5.67,8.66
2007,915,Rockwell Automation/罗克韦尔自动化,美国(US),重要物品,5.41,0.91,5.06,10.28
2007,917,Keppel/吉宝纸递,新加坡(SI),多元化,4.95,0.49,9.01,9.33
2007,918,Japan Airlines /日本航空,日本(JA),运输,18.72,-0.40,17.95,6.04
2007,919,Home Retail Group/房屋零售集团,英国(UK),零售,9.65,0.31,9.25,7.46
2007,920,Carlsberg /嘉士伯,丹麦(DE),食品、饮料和烟草,7.27,0.33,10.34,7.87
2007,921,Infineon Technologies/英飞凌半导体,德国(GE),半导体,10.06,-0.34,13.40,11.46
2007,922,Archstone-Smith/安切-史密斯,美国(US),综合金融,1.13,0.73,13.26,12.31
2007,922,Quest Diagnostics/探索诊断,美国(US),健康关怀设备和服务,6.27,0.59,5.66,9.90
2007,924,First Horizon National/一视银行,美国(US),银行,3.50,0.46,37.92,5.37
2007,925,Foster's Group/福斯特集团,澳大利亚(SA),食品、饮料和烟草,3.65,0.87,7.44,10.10
2007,926,Bank of East Asia/东亚银行,中国香港(HK)/中国大陆(CN),银行,2.01,0.44,37.81,8.87
2007,926,CapitaLand/新加坡嘉德置地集团,新加坡(SI),综合金融,2.05,0.66,13.46,12.82
2007,928,Tele & Data Systems,美国(US),电信运营商,4.26,0.77,10.33,6.45
2007,929,Canadian Pacific Railway/加拿大太平洋铁路,加拿大(CA),运输,3.94,0.68,9.81,8.28
2007,929,Nipponkoa Insurance/日本兴亚损害保险,日本(JA),保险,8.05,0.09,31.99,6.88
2007,931,Chinatrust Financial/中信金融,中国台湾(TA),银行,2.67,0.49,52.28,6.36
2007,932,Türkiye Vak?flar,土耳其(TU),银行,3.72,0.44,24.91,6.12
2007,933,Bangkok Bank/曼谷银行,泰国(TH),银行,2.87,0.50,42.01,6.13
2007,934,British Energy Group/英国能源,英国(UK),公用事业,4.51,0.75,15.66,4.65
2007,935,Magnitogorsk Iron & Steel,俄罗斯(RU),材料,5.38,0.95,4.85,10.05
2007,936,Boston Properties/波士顿地产,美国(US),综合金融,1.48,0.87,9.70,14.10
2007,937,Sumitomo Metal Mining/住友金属矿山,日本(JA),材料,5.32,0.53,6.56,10.20
2007,938,Acom/奥通科技,日本(JA),综合金融,3.79,0.56,17.92,5.82
2007,939,GS Holdings/GS控股集团,韩国(KO),综合金融,21.86,0.37,13.17,3.18
2007,940,Sherwin-Williams/宣威-威廉斯,美国(US),零售,7.81,0.58,5.09,8.97
2007,941,Yara International/雅拉国际,挪威(NO),化学制品,7.53,0.67,5.14,8.17
2007,942,Molson Coors Brewing/莫尔-库尔斯酿酒公司,美国(US),食品、饮料和烟草,5.84,0.36,11.78,7.35
2007,943,GlobalSantaFe/GSF石油服务公司,开曼群岛(CI),炼油,3.31,1.01,6.22,13.45
2007,944,Vienna Insurance Group,奥地利(AS),保险,5.93,0.23,21.97,7.30
2007,945,UCB/UCB制药公司,比利时(BE),制药与生物技术,3.33,0.48,13.85,9.41
2007,946,Ajinomoto /味之素,日本(JA),食品、饮料和烟草,9.42,0.30,8.43,8.00
2007,947,Mohawk Industries/默霍克工业,美国(US),耐用消费品,7.91,0.46,8.18,5.95
2007,948,Technip/德希尼布,法国(FR),炼油,9.14,0.28,10.00,7.47
2007,949,BlackRock,美国(US),综合金融,2.10,0.32,17.87,21.00
2007,950,ASML Holding/ASML控股,荷兰(NL),半导体,4.75,0.82,4.95,11.73
2007,951,Aker/阿克,挪威(NO),炼油,12.46,0.22,11.61,6.72
2007,952,Kajima/鹿岛建设,日本(JA),建筑,15.11,0.19,16.17,5.57
2007,953,Hannover Re/汉诺维再险,德国(GE),保险,10.54,0.06,39.71,5.12
2007,953,ITV/英国独立电视,英国(UK),媒体,4.27,0.43,11.95,8.36
2007,955,TD Ameritrade Holding/亚美利交易控股公司,美国(US),综合金融,2.45,0.59,17.26,9.59
2007,956,KB Home/KB家居,美国(US),建筑,11.00,0.48,9.01,4.43
2007,957,Orascom Telecom/奥斯康电信,埃及(EG),电信运营商,3.26,0.68,6.66,15.74
2007,958,BPER-Emilia Romagna/艾米-罗马涅,意大利(IT),银行,2.68,0.33,51.00,8.64
2007,959,UAL/美国联合航空公司,美国(US),运输,19.34,NA,25.86,4.43
2007,960,Smith International/史密斯国际,美国(US),炼油,7.33,0.50,5.34,8.78
2007,961,Popular/普众,美国(US),银行,3.87,0.36,47.40,4.88
2007,962,Banco BPI/BPI银行,葡萄牙(PO),银行,3.68,0.30,35.41,6.45
2007,963,Cemig/塞米克电力,巴西(BR),公用事业,3.52,0.86,8.12,8.01
2007,964,Idemitsu Kosan/日本出光株式会社,日本(JA),炼油,28.32,0.23,19.20,3.08
2007,965,Turkcell/土耳其移动通信,土耳其(TU),电信运营商,4.45,0.79,5.09,11.12
2007,966,AutoNation/汽车王国,美国(US),零售,18.99,0.32,8.61,4.59
2007,967,Eastman Kodak/柯达,美国(US),家庭和个人的产品,13.27,-0.60,14.15,6.86
2007,968,Bed Bath & Beyond/BBBY家居,美国(US),零售,6.31,0.59,3.97,11.30
2007,968,Metso/美卓,芬兰(FI),重要物品,6.54,0.54,6.24,7.00
2007,968,Toppan Printing/凸版印刷,日本(JA),媒体,13.18,0.13,14.62,6.64
2007,968,VF,美国(US),家庭和个人的产品,6.22,0.53,5.47,8.97
2007,972,Kawasaki Kisen Kaisha/山崎汽船株式会社,日本(JA),运输,8.01,0.53,6.41,5.88
2007,973,Aiful/AIFUL银行,日本(JA),综合金融,4.68,0.56,23.73,3.85
2007,974,Potash of Saskatchewan/萨斯喀彻温钾盐,加拿大(CA),化学制品,3.28,0.61,6.22,16.46
2007,975,Tokyo Electron/东京电信,日本(JA),半导体,5.73,0.41,5.53,12.97
2007,976,Pirelli & C/比瑞利光纤,意大利(IT),耐用消费品,5.37,0.39,12.69,5.99
2007,977,IAC/InterActiveCorp/美国互动,美国(US),零售,6.28,0.19,13.19,11.51
2007,978,Mattel/美泰公司,美国(US),家庭和个人的产品,5.65,0.59,4.96,10.23
2007,979,Schindler Holding/迅达控股,瑞士(SZ),重要物品,8.78,0.40,5.82,7.91
2007,980,Shimizu/清水建设,日本(JA),建筑,12.76,0.23,15.30,4.72
2007,981,Randstad Holding/仁士德信息服务,荷兰(NL),商业服务和供应,10.80,0.48,2.97,8.08
2007,981,Thermo Fisher,美国(US),健康关怀设备和服务,3.79,0.17,21.26,18.46
2007,983,Genuine Parts/纯牌零件,美国(US),耐用消费品,10.46,0.48,4.50,8.30
2007,983,Tyson Foods/泰信食品,美国(US),食品、饮料和烟草,25.66,-0.17,10.20,6.48
2007,985,Rinker Group/瑞克建材,澳大利亚(SA),建筑,4.89,0.71,4.46,13.25
2007,986,Resolution/雷塞卢公司,英国(UK),保险,2.36,0.27,66.46,9.64
2007,987,Northeast Utilities/东北公用,美国(US),公用事业,6.89,0.48,11.30,4.48
2007,988,Torchmark/托马科,美国(US),保险,3.42,0.52,14.98,6.27
2007,989,KarstadtQuelle/卡斯达特,德国(GE),零售,18.73,-0.37,10.53,6.92
2007,990,LG Card/LG信用卡,韩国(KO),综合金融,2.69,1.34,8.96,8.28
2007,991,Hellenic Telecom /希腊电信,希腊(GR),电信运营商,6.47,-0.26,12.76,13.27
2007,992,Rexam/雷盛德奎,英国(UK),材料,7.32,0.44,7.81,5.76
2007,993,Amvescap/顺景集团,英国(UK),综合金融,3.41,0.52,9.08,10.04
2007,994,Noble Energy/诺布尔能源,美国(US),炼油,2.94,0.68,9.59,9.81
2007,995,Olympus/奥林巴斯,日本(JA),健康关怀设备和服务,8.32,0.24,8.23,9.06
2007,996,Credit Saison/西武信托,日本(JA),综合金融,4.36,0.36,17.41,5.75
2007,997,Oneok/万欧卡,美国(US),公用事业,11.90,0.31,10.50,4.61
2007,998,Continental Airlines/大陆航空,美国(US),运输,13.13,0.37,11.31,3.81
2007,999,Hongkong Electric/香港电力,中国香港(HK)/中国大陆(CN),公用事业,1.50,1.10,7.88,10.80
2007,999,Industrivarden/工业投资,瑞典(SW),综合金融,1.74,1.70,9.45,7.25
2007,1001,Hertz Global Holdings/赫兹,美国(US),商业服务和供应,7.91,0.10,19.47,6.82
2007,1002,Taisei/大成建设株式会社,日本(JA),建筑,14.84,0.24,15.60,4.04
2007,1002,Wolters Kluwer/沃尔特斯·克鲁维尔,荷兰(NL),媒体,4.87,0.42,7.38,9.13
2007,1004,Aioi Insurance/爱和谊保险,日本(JA),保险,8.87,0.18,25.60,5.33
2007,1005,Banca Popolare di Milano/米兰人民银行,意大利(IT),银行,3.06,0.31,44.40,6.43
2007,1005,Hanwha/韩华,韩国(KO),贸易公司,17.24,0.11,45.76,2.65
2007,1007,American Finl Group/美国金融,美国(US),保险,4.25,0.45,25.07,4.17
2007,1008,BCV Group/波士顿资本风险投资公司,瑞士(SZ),银行,1.14,0.34,26.48,9.46
2007,1009,Nippon Express/日本运通,日本(JA),运输,15.27,0.16,11.20,6.66
2007,1010,Axis Capital Holdings /阿克西斯资本控股,百慕大(BU),保险,3.08,0.96,13.67,5.14
2007,1011,Vallourec/ 瓦卢雷克,法国(FR),重要物品,5.09,0.56,4.18,13.12
2007,1012,Finatis/菲纳逖斯,法国(FR),贸易公司,27.89,0.02,27.27,0.95
2007,1013,Daikin Industries/大金株式会社,日本(JA),建筑,6.75,0.35,6.10,9.39
2007,1014,Taylor Woodrow/泰勒·伍德罗建筑公司,英国(UK),建筑,6.99,0.57,7.82,4.64
2007,1015,VimpelCom/维佩尔通讯,俄罗斯(RU),电信运营商,3.16,0.61,6.30,14.29
2007,1016,Hana Financial Group/韩亚金融集团,韩国(KO),银行,1.53,0.21,94.41,11.06
2007,1017,Arrow Electronics/艾睿电子,美国(US),技术硬件和装备,13.58,0.39,6.67,4.71
2007,1018,Wm Wrigley Jr/箭派糖类,美国(US),食品、饮料和烟草,4.69,0.53,4.66,13.74
2007,1019,Precision Castparts/精密机件,美国(US),航空和国防,4.77,0.53,4.83,12.46
2007,1020,AutoZone/汽车地带,美国(US),零售,6.05,0.58,4.65,8.87
2007,1021,Arch Capital Group/阿契资本集团,百慕大(BU),保险,3.45,0.71,14.31,4.79
2007,1022,Newell Rubbermaid/涅瓦-塑美,美国(US),家庭和个人的产品,6.20,0.39,6.31,8.49
2007,1023,Remgro/让慕果,南非(SA),多元化,1.59,1.33,6.70,10.61
2007,1024,Goodyear/固特异轮胎,美国(US),耐用消费品,20.26,-0.33,17.03,4.44
2007,1025,Dassault Aviation /达索飞机,法国(FR),航空和国防,4.35,0.37,9.25,8.69
2007,1026,PartnerRe/合伙再险,百慕大(BU),保险,4.19,0.75,14.95,3.97
2007,1027,Pepco Holdings/佩科股份,美国(US),公用事业,8.36,0.25,14.24,5.09
2007,1028,Commerce Bancorp/商贸银行,美国(US),银行,2.87,0.32,45.26,6.33
2007,1029,GPT Group/GPT集团,澳大利亚(SA),综合金融,0.77,1.07,9.45,8.12
2007,1030,Shizuoka Bank/静冈银行,日本(JA),银行,1.60,0.28,73.94,7.56
2007,1031,Banca Lombarda Group /伦巴第银行,意大利(IT),银行,2.63,0.28,45.19,8.29
2007,1031,Goodrich/固德瑞,美国(US),航空和国防,5.88,0.48,6.90,6.15
2007,1033,Huntington Bancshs /亨汀顿控股,美国(US),银行,2.63,0.46,35.33,5.45
2007,1034,Reuters Group/路透集团,英国(UK),媒体,5.02,0.62,3.76,10.90
2007,1035,Hershey /好时食品,美国(US),食品、饮料和烟草,4.94,0.56,4.16,12.21
2007,1036,Mediolanum/,意大利(IT),保险,4.11,0.28,22.16,6.05
2007,1037,Piraeus Bank/比雷埃夫斯银行,希腊(GR),银行,1.71,0.31,27.67,8.99
2007,1038,SES Global/SES 环球,卢森堡公国(LU),媒体,2.13,0.57,10.59,10.31
2007,1039,MISC,马来西亚(MA),运输,2.93,0.80,7.21,9.56
2007,1040,Avnet /安富利,美国(US),技术硬件和装备,14.77,0.29,6.56,5.41
2007,1041,Las Vegas Sands/拉斯维加斯金沙,美国(US),旅馆餐厅和休闲,2.24,0.44,6.78,30.60
2007,1042,General Growth Prop/通用增长房地产,美国(US),综合金融,3.26,0.06,25.10,15.32
2007,1043,Forest Labs/森林实验室,美国(US),制药与生物技术,3.31,0.78,3.69,16.45
2007,1044,Experian Group,爱尔兰(IR),商业服务和供应,3.08,0.52,7.29,11.93
2007,1045,Kesko/科斯考集团,芬兰(FI),食品市场,11.54,0.49,5.02,5.13
2007,1046,Oji Paper/王子造纸,日本(JA),材料,10.33,0.18,14.79,5.53
2007,1047,Tata Consultancy Svcs/塔塔顾问,印度(IN),软件和服务,2.98,0.67,1.93,26.27
2007,1048,Fiserv/费哲金融服务,美国(US),软件和服务,4.54,0.45,6.21,9.06
2007,1049,Samsung/三星,韩国(KO),贸易公司,15.26,0.08,13.14,5.13
2007,1050,Citic Pacific/中信泰富,中国香港(HK)/中国大陆(CN),多元化,3.43,0.51,9.11,7.37
2007,1051,LeGrand,法国(FR),重要物品,4.93,0.33,7.67,8.60
2007,1052,Allegheny Technologies/阿勒根尼科技,美国(US),材料,4.94,0.57,3.28,10.44
2007,1053,Banca Popolare Italiana,意大利(IT),银行,3.31,-0.88,54.68,8.73
2007,1054,Air China/中国航空,中国大陆(CN),运输,4.37,0.30,8.40,10.04
2007,1055,US Airways Group /合众航空,美国(US),运输,11.56,0.30,7.58,4.78
2007,1056,Next/奈斯特软件,英国(UK),零售,5.54,0.56,2.61,8.97
2007,1057,Realogy,美国(US),综合金融,6.49,0.37,6.67,6.44
2007,1058,Toll Brothers/托尔兄弟公司,美国(US),建筑,5.87,0.58,7.42,4.61
2007,1059,Evraz Group,卢森堡公国(LU),材料,6.41,0.89,6.63,3.87
2007,1060,Qimonda,德国(GE),半导体,5.67,0.50,7.68,4.97
2007,1061,Fidelity National Finl/国民诚信,美国(US),保险,9.44,0.44,7.26,4.19
2007,1062,Rohm/罗姆公司,日本(JA),半导体,3.30,0.41,8.03,10.48
2007,1062,Wuhan Iron & Steel/武汉钢铁,中国大陆(CN),材料,5.03,0.60,4.57,8.65
2007,1064,Adobe Systems/阿杜比系统,美国(US),软件和服务,2.58,0.51,5.96,23.10
2007,1065,Cooper Industries/库柏工业,百慕大(BU),重要物品,5.18,0.46,5.37,8.36
2007,1065,Hudson City Bancorp/哈得森城市银行,美国(US),银行,1.62,0.29,35.51,7.47
2007,1067,Kawasaki Heavy Inds/川崎重工,日本(JA),重要物品,11.25,0.14,10.69,6.37
2007,1068,Yamada Denki/山田电机,日本(JA),零售,10.93,0.32,3.90,8.44
2007,1069,BJ Services/BJ服务公司,美国(US),炼油,4.60,0.85,3.95,7.86
2007,1069,Tele2/挪威第二电信,瑞典(SW),电信运营商,6.26,0.29,7.92,6.68
2007,1071,Seiko Epson/精工爱普生,日本(JA),技术硬件和装备,13.19,-0.15,11.19,5.67
2007,1072,Public Storage/大众仓储,美国(US),综合金融,1.38,0.31,11.20,17.13
2007,1073,Punch Taverns/普塔姆斯,英国(UK),旅馆餐厅和休闲,2.94,0.47,15.03,6.01
2007,1074,Fluor/福陆,美国(US),建筑,14.08,0.26,4.87,7.43
2007,1075,China Cosco Holdings/中国远洋控股股份有限公司,中国大陆(CN),运输,4.85,0.68,6.40,5.41
2007,1076,NCR,美国(US),技术硬件和装备,6.14,0.38,5.34,8.24
2007,1076,Old Republic Intl/老共和国际,美国(US),保险,3.79,0.46,12.61,5.16
2007,1078,Hochtief/豪赫蒂夫,德国(GE),建筑,16.14,0.07,9.40,5.71
2007,1079,OPAP,希腊(GR),旅馆餐厅和休闲,4.37,0.54,1.14,11.25
2007,1080,Virgin Media,美国(US),电信运营商,7.06,-0.98,11.24,8.55
2007,1081,Estee Lauder Cos/雅诗兰黛集团,美国(US),家庭和个人的产品,6.77,0.37,4.04,9.89
2007,1082,CPFL Energia/CPFL能源,巴西(BR),公用事业,4.18,0.66,6.15,6.41
2007,1083,Kintetsu/近铁,日本(JA),运输,8.07,0.15,15.60,5.60
2007,1084,Sanyo Electric/三洋电机,日本(JA),技术硬件和装备,21.14,-1.75,18.24,2.79
2007,1085,Broadcom/博通,美国(US),半导体,3.67,0.38,4.88,18.69
2007,1086,Stockland,澳大利亚(SA),综合金融,0.75,0.79,7.13,9.44
2007,1087,Nitto Denko/日东电工,日本(JA),化学制品,5.33,0.47,4.73,8.51
2007,1088,First Financial Holding/第一金融,中国台湾(TA),银行,1.61,0.43,46.45,4.50
2007,1089,Celanese/赛拉尼斯公司,美国(US),化学制品,6.66,0.41,7.90,4.53
2007,1090,ACE Aviation/ACE航空控股,加拿大(CA),运输,8.95,0.35,11.26,3.16
2007,1091,Delta Air Lines/达美航空,美国(US),运输,17.17,-6.20,19.62,0.16
2007,1092,Terex/特雷克斯公司,美国(US),重要物品,7.65,0.40,4.80,6.66
2007,1093,St Jude Medical/圣裘德医疗,美国(US),健康关怀设备和服务,3.30,0.55,4.79,14.02
2007,1094,Enterprise Inns/英国酒吧公司,英国(UK),旅馆餐厅和休闲,1.82,0.61,11.25,6.88
2007,1095,Amazon.com/亚马逊,美国(US),零售,10.71,0.19,4.36,16.23
2007,1096,Delphi/德尔菲,美国(US),耐用消费品,26.39,-5.47,15.39,1.41
2007,1097,Health Net/健康网络,美国(US),健康关怀设备和服务,12.91,0.33,4.30,6.23
2007,1098,Shoppers Drug Mart,加拿大(CA),零售,6.69,0.36,4.23,9.36
2007,1099,Bankinter/西班牙互联银行,西班牙(SP),银行,2.48,0.28,60.79,5.81
2007,1100,JS Group/JS集团,日本(JA),建筑,9.00,0.19,9.17,6.61
2007,1101,Cable & Wireless/大通电讯,英国(UK),电信运营商,5.62,0.26,8.16,7.70
2007,1102,Ingram Micro/英迈国际,美国(US),技术硬件和装备,31.36,0.27,7.70,3.29
2007,1102,Reliant Energy /美国能源公司,美国(US),公用事业,10.88,-0.33,10.57,5.72
2007,1104,Bank of Fukuoka/福冈银行,日本(JA),银行,1.43,0.27,65.61,5.76
2007,1104,Constellation Brands/星座公司,美国(US),食品、饮料和烟草,5.12,0.32,9.85,5.50
2007,1106,W&W-Wüstenrot/乌斯坦罗,德国(GE),综合金融,6.97,0.11,83.40,2.71
2007,1107,Tüpras-Türkiye Petrol/土耳其炼油厂,土耳其(TU),炼油,11.02,0.49,4.25,4.82
2007,1108,Wendel Investissement/Wendel投资,法国(FR),综合金融,3.29,0.49,7.09,8.33
2007,1109,Advanced Micro/超微,美国(US),半导体,5.65,-0.17,13.15,8.27
2007,1110,Black & Decker/百得,美国(US),家庭和个人的产品,6.45,0.49,5.25,5.53
2007,1111,Hankyu Hanshin,日本(JA),运输,4.14,0.22,13.62,8.48
2007,1112,Eastman Chemical/伊士曼化工,美国(US),化学制品,7.45,0.41,6.17,4.86
2007,1113,Lend Lease/联胜地产,澳大利亚(SA),综合金融,9.01,0.31,5.77,5.69
2007,1114,Wyndham Worldwide,美国(US),旅馆餐厅和休闲,3.84,0.35,9.12,6.94
2007,1115,Bidvest Group/必得维斯特集团,南非(SA),多元化,10.78,0.33,3.85,6.32
2007,1115,Hyundai Steel/现代钢铁,韩国(KO),材料,5.58,1.02,6.65,2.99
2007,1117,Kimco Realty/金克瑞提不动产,美国(US),综合金融,0.59,0.43,7.87,12.61
2007,1117,Slough Estates/斯劳房地产,英国(UK),综合金融,0.70,0.66,9.55,6.88
2007,1119,Hokkaido Electric Power /北海道电力,日本(JA),公用事业,4.57,0.27,12.31,5.76
2007,1120,First American /第一美国,美国(US),保险,8.50,0.29,8.22,4.55
2007,1121,Rockwell Collins /罗克韦尔柯林斯,美国(US),航空和国防,3.98,0.52,3.39,11.02
2007,1122,Eurazeo/尤拉吉奥投资集团,法国(FR),综合金融,1.50,0.83,7.21,7.60
2007,1123,AEM,意大利(IT),公用事业,3.45,0.29,15.44,6.01
2007,1124,Moody's/募迪投资服务,美国(US),商业服务和供应,2.04,0.75,1.50,18.03
2007,1125,Storebrand/思道布兰,挪威(NO),保险,5.35,0.24,35.37,3.26
2007,1126,Dean Foods/迪恩食品,美国(US),食品、饮料和烟草,10.10,0.23,6.77,6.02
2007,1127,Clorox/高乐氏,美国(US),家庭和个人的产品,4.74,0.46,3.62,9.59
2007,1128,Tata Steel/塔塔钢铁,印度(IN),材料,4.54,0.84,4.61,5.80
2007,1129,China Resources Ent/华润创业,中国香港(HK)/中国大陆(CN),多元化,6.91,0.29,5.85,6.94
2007,1130,Infosys Technologies/信息系统技术有限公司,印度(IN),软件和服务,2.14,0.55,2.09,26.19
2007,1130,Ishikawajima-Harima/石川岛播磨重工,日本(JA),重要物品,9.59,0.04,12.13,5.21
2007,1130,Swatch Group/斯沃琪集团,瑞士(SZ),家庭和个人的产品,3.26,0.47,4.90,13.65
2007,1133,Paychex/沛齐,美国(US),商业服务和供应,1.79,0.51,5.87,15.48
2007,1134,Willis Group Holdings/威利斯集团控股,英国(UK),保险,2.43,0.45,14.42,6.23
2007,1135,Fairfax Financial/菲尔菲克斯金融,加拿大(CA),保险,6.61,0.22,25.81,3.41
2007,1136,Hoya/保谷光学,日本(JA),技术硬件和装备,2.93,0.64,3.05,14.93
2007,1137,Takefuji/武富士,日本(JA),综合金融,2.99,0.40,14.92,5.49
2007,1138,Icap,英国(UK),综合金融,1.60,0.20,252.39,5.97
2007,1139,Daewoo Engineering/大宇建工,韩国(KO),建筑,5.04,0.40,5.55,6.88
2007,1140,Smiths Group/史密斯集团,英国(UK),多元化,6.58,0.05,6.88,11.52
2007,1141,Pitney Bowes/必能宝,美国(US),商业服务和供应,5.73,0.11,8.48,10.59
2007,1142,Shikoku Electric Power/四国电力,日本(JA),公用事业,4.83,0.24,12.18,6.01
2007,1143,George Wimpey/乔伟建筑,英国(UK),建筑,6.16,0.43,6.88,4.47
2007,1144,Cablevision NY Group/缆视系统有线电视,美国(US),媒体,5.93,-0.13,9.78,8.61
2007,1145,Italmobiliare/意大利移动通信,意大利(IT),建筑,6.22,0.25,13.86,4.26
2007,1146,Mosaic/美国美盛公司,美国(US),化学制品,5.22,-0.08,8.65,11.18
2007,1147,Amcor/安姆科,澳大利亚(SA),材料,8.20,0.26,7.25,5.20
2007,1148,SSAB Svenskt Stal/SSAB-斯文科斯投,瑞典(SW),材料,4.54,0.62,3.32,6.96
2007,1149,Bank Central Asia/中亚银行,印尼(ID),银行,1.57,0.37,15.29,6.65
2007,1149,Bharti Airtel,印度(IN),电信运营商,2.62,0.46,4.46,30.78
2007,1151,Landsbanki Islands/冰岛国家银行,冰岛(IC),银行,1.63,0.39,22.28,5.13
2007,1151,Rautaruukki/劳特钢铁,芬兰(FI),材料,4.86,0.66,3.99,6.27
2007,1153,Navistar Intl/航星国际,美国(US),耐用消费品,11.60,0.29,8.77,2.84
2007,1153,Sonae SGPS /桑雷木业,葡萄牙(PO),食品市场,4.98,0.61,7.33,4.02
2007,1155,Wisconsin Energy/威斯康星能源,美国(US),公用事业,4.00,0.32,11.13,5.61
2007,1156,Ecolab/艺康,美国(US),化学制品,4.90,0.37,4.42,10.62
2007,1157,BanColombia/哥伦比亚银行,哥伦比亚(CO),银行,1.76,0.41,13.49,6.44
2007,1157,Banque Nat de Belgique/比利时国家银行,比利时(BE),银行,2.20,0.42,81.99,1.99
2007,1159,Smith & Nephew/施乐辉公司,英国(UK),健康关怀设备和服务,2.93,0.78,3.12,10.96
